file_path,class_name,category,base_letter,vowel_modifier,vattu,base_idx,modifier_idx,vattu_idx
Guninthamulu/pa/p/A_0_1638.jpeg,Guninthamulu__pa__p,Guninthamulu,ప,none,none,36,0,0
othulu/jh/A_0_9141.jpeg,othulu__jh,othulu,none,none,jh,0,0,15
Guninthamulu/da/druu/A_0_4400.jpeg,Guninthamulu__da__druu,Guninthamulu,ద,ruu,none,33,7,0
Guninthamulu/tha/thah/A_0_3742.jpeg,Guninthamulu__tha__thah,Guninthamulu,థ,ah,none,32,15,0
othulu/dha/A_0_8319.jpeg,othulu__dha,othulu,none,none,dha,0,0,9
hallulu/bh/A_0_8799.jpeg,hallulu__bh,hallulu,భ,none,none,39,0,0
othulu/l/A_0_9343.jpeg,othulu__l,othulu,none,none,l,0,0,19
Guninthamulu/jh/jhu/A_0_9405.jpeg,Guninthamulu__jh__jhu,Guninthamulu,ఝ,u,none,25,4,0
hallulu/dha/A_0_8125.jpeg,hallulu__dha,hallulu,ధ,none,none,34,0,0
Guninthamulu/gha/ghi/A_0_9626.jpeg,Guninthamulu__gha__ghi,Guninthamulu,ఘ,i,none,20,2,0
othulu/kh/A_0_8290.jpeg,othulu__kh,othulu,none,none,kh,0,0,17
Guninthamulu/sh/sha/A_0_5785.jpeg,Guninthamulu__sh__sha,Guninthamulu,ష,aa,none,48,1,0
hallulu/sa/A_0_2822.jpeg,hallulu__sa,hallulu,స,none,none,49,0,0
Guninthamulu/dha/dhai/34.jpg,Guninthamulu__dha__dhai,Guninthamulu,ధ,ai,none,34,10,0
Guninthamulu/ha/hai/A_0_9049.jpeg,Guninthamulu__ha__hai,Guninthamulu,హ,ai,none,50,10,0
Guninthamulu/cha/chuu/A_0_6211.jpeg,Guninthamulu__cha__chuu,Guninthamulu,ఛ,uu,none,23,5,0
Guninthamulu/dha/dhr/A_0_8938.jpeg,Guninthamulu__dha__dhr,Guninthamulu,ధ,ru,none,34,6,0
othulu/ksh/A_0_5820.jpeg,othulu__ksh,othulu,none,none,ksh,0,0,18
hallulu/tha/25.jpg,hallulu__tha,hallulu,త,none,none,31,0,0
Guninthamulu/pha/poo/13.jpg,Guninthamulu__pha__poo,Guninthamulu,ఫ,oo,none,37,12,0
Guninthamulu/dh/dhru/19.jpg,Guninthamulu__dh__dhru,Guninthamulu,ఢ,ruu,none,29,7,0
achulu/ah/A_0_2622.jpeg,achulu__ah,achulu,అః,none,none,16,0,0
Guninthamulu/tha/thah/A_0_8937.jpeg,Guninthamulu__tha__thah,Guninthamulu,థ,ah,none,32,15,0
Guninthamulu/ja/jo/15.jpg,Guninthamulu__ja__jo,Guninthamulu,జ,o,none,24,11,0
Guninthamulu/tt/tee/A_0_9138.jpeg,Guninthamulu__tt__tee,Guninthamulu,ఠ,ee,none,27,9,0
Guninthamulu/dh/dhi/A_0_1795.jpeg,Guninthamulu__dh__dhi,Guninthamulu,ఢ,i,none,29,2,0
Guninthamulu/th/thu/A_0_8997.jpeg,Guninthamulu__th__thu,Guninthamulu,త,u,none,31,4,0
Guninthamulu/ana/ana/A_0_7366.jpeg,Guninthamulu__ana__ana,Guninthamulu,ణ,aa,none,30,1,0
Guninthamulu/tt/tee/A_0_9895.jpeg,Guninthamulu__tt__tee,Guninthamulu,ఠ,ee,none,27,9,0
Guninthamulu/th/th/A_0_7519.jpeg,Guninthamulu__th__th,Guninthamulu,త,none,none,31,0,0
Guninthamulu/RR/RRII/A_0_5543.jpeg,Guninthamulu__RR__RRII,Guninthamulu,ఱ,ii,none,43,3,0
achulu/aa/A_0_2690.jpeg,achulu__aa,achulu,ఆ,none,none,2,0,0
Guninthamulu/tha/thoo/A_0_6046.jpeg,Guninthamulu__tha__thoo,Guninthamulu,థ,oo,none,32,12,0
Guninthamulu/kha/kai/A_0_8480.jpeg,Guninthamulu__kha__kai,Guninthamulu,క,ai,none,17,10,0
Guninthamulu/th/thm/A_0_3510.jpeg,Guninthamulu__th__thm,Guninthamulu,త,am,none,31,14,0
Guninthamulu/dha/dho/18.jpg,Guninthamulu__dha__dho,Guninthamulu,ధ,o,none,34,11,0
Guninthamulu/sha/shu/A_0_1857.jpeg,Guninthamulu__sha__shu,Guninthamulu,శ,u,none,47,4,0
Guninthamulu/sha/sho/A_0_5486.jpeg,Guninthamulu__sha__sho,Guninthamulu,శ,o,none,47,11,0
Guninthamulu/dha/dhu/30.jpg,Guninthamulu__dha__dhu,Guninthamulu,ధ,u,none,34,4,0
Guninthamulu/sa/see/A_0_9937.jpeg,Guninthamulu__sa__see,Guninthamulu,స,ee,none,49,9,0
Guninthamulu/pha/pou/A_0_336.jpeg,Guninthamulu__pha__pou,Guninthamulu,ఫ,au,none,37,13,0
hallulu/Ph/A_0_4978.jpeg,hallulu__Ph,hallulu,ఫ,none,none,37,0,0
Guninthamulu/na/nah/A_0_1139.jpeg,Guninthamulu__na__nah,Guninthamulu,న,ah,none,35,15,0
Guninthamulu/ha/hii/A_0_2888.jpeg,Guninthamulu__ha__hii,Guninthamulu,హ,ii,none,50,3,0
Guninthamulu/RR/rrr/A_0_2914.jpeg,Guninthamulu__RR__rrr,Guninthamulu,ఱ,ruu,none,43,7,0
Guninthamulu/ch/chee/A_0_3375.jpeg,Guninthamulu__ch__chee,Guninthamulu,చ,ee,none,22,9,0
Guninthamulu/ya/ym/A_0_3029.jpeg,Guninthamulu__ya__ym,Guninthamulu,య,am,none,41,14,0
Guninthamulu/ja/jru/A_0_9297.jpeg,Guninthamulu__ja__jru,Guninthamulu,జ,ruu,none,24,7,0
Guninthamulu/ta/tuu/A_0_7862.jpeg,Guninthamulu__ta__tuu,Guninthamulu,ట,uu,none,26,5,0
Guninthamulu/tha/thru/A_0_8237.jpeg,Guninthamulu__tha__thru,Guninthamulu,థ,ruu,none,32,7,0
Guninthamulu/ana/anm/A_0_1732.jpeg,Guninthamulu__ana__anm,Guninthamulu,ణ,am,none,30,14,0
Guninthamulu/ba/bai/A_0_1789.jpeg,Guninthamulu__ba__bai,Guninthamulu,బ,ai,none,38,10,0
Guninthamulu/gha/ghou/21.jpg,Guninthamulu__gha__ghou,Guninthamulu,ఘ,au,none,20,13,0
Guninthamulu/ana/anuu/A_0_4343.jpeg,Guninthamulu__ana__anuu,Guninthamulu,ణ,uu,none,30,5,0
Guninthamulu/ch/chuu/45.jpg,Guninthamulu__ch__chuu,Guninthamulu,చ,uu,none,22,5,0
Guninthamulu/dha/dhi/A_0_9900.jpeg,Guninthamulu__dha__dhi,Guninthamulu,ధ,i,none,34,2,0
Guninthamulu/ra/rru/A_0_28.jpeg,Guninthamulu__ra__rru,Guninthamulu,ర,ruu,none,42,7,0
Guninthamulu/d/d/A_0_3332.jpeg,Guninthamulu__d__d,Guninthamulu,డ,none,none,28,0,0
Guninthamulu/pa/puu/A_0_2822.jpeg,Guninthamulu__pa__puu,Guninthamulu,ప,uu,none,36,5,0
Guninthamulu/ha/hii/A_0_6622.jpeg,Guninthamulu__ha__hii,Guninthamulu,హ,ii,none,50,3,0
Guninthamulu/RR/rr/A_0_2262.jpeg,Guninthamulu__RR__rr,Guninthamulu,ఱ,none,none,43,0,0
Guninthamulu/dha/dh/A_0_7740.jpeg,Guninthamulu__dha__dh,Guninthamulu,ధ,none,none,34,0,0
Guninthamulu/gha/ghe/A_0_7444.jpeg,Guninthamulu__gha__ghe,Guninthamulu,ఘ,e,none,20,8,0
Guninthamulu/tha/thr/39.jpg,Guninthamulu__tha__thr,Guninthamulu,థ,ru,none,32,6,0
Guninthamulu/ba/bm/A_0_9833.jpeg,Guninthamulu__ba__bm,Guninthamulu,బ,am,none,38,14,0
Guninthamulu/sa/sru/A_0_6838.jpeg,Guninthamulu__sa__sru,Guninthamulu,స,ruu,none,49,7,0
Guninthamulu/ha/hm/A_0_6363.jpeg,Guninthamulu__ha__hm,Guninthamulu,హ,am,none,50,14,0
Guninthamulu/pa/poo/A_0_7996.jpeg,Guninthamulu__pa__poo,Guninthamulu,ప,oo,none,36,12,0
Guninthamulu/ha/hru/A_0_4284.jpeg,Guninthamulu__ha__hru,Guninthamulu,హ,ru,none,50,6,0
hallulu/d/A_0_9428.jpeg,hallulu__d,hallulu,డ,none,none,28,0,0
Guninthamulu/dha/dhoo/A_0_9671.jpeg,Guninthamulu__dha__dhoo,Guninthamulu,ధ,oo,none,34,12,0
Guninthamulu/va/vo/A_0_8868.jpeg,Guninthamulu__va__vo,Guninthamulu,వ,o,none,46,11,0
Guninthamulu/dh/dhai/A_0_9310.jpeg,Guninthamulu__dh__dhai,Guninthamulu,ఢ,ai,none,29,10,0
Guninthamulu/ll/lu/A_0_3646.jpeg,Guninthamulu__ll__lu,Guninthamulu,ళ,u,none,45,4,0
Guninthamulu/ma/ma/A_0_4675.jpeg,Guninthamulu__ma__ma,Guninthamulu,మ,aa,none,40,1,0
hallulu/ka/A_0_2110.jpeg,hallulu__ka,hallulu,క,none,none,17,0,0
Guninthamulu/ha/how/A_0_9814.jpeg,Guninthamulu__ha__how,Guninthamulu,హ,au,none,50,13,0
Guninthamulu/ksh/kshoo/A_0_4076.jpeg,Guninthamulu__ksh__kshoo,Guninthamulu,క్ష,oo,none,51,12,0
Guninthamulu/ya/yr/A_0_8612.jpeg,Guninthamulu__ya__yr,Guninthamulu,య,ru,none,41,6,0
hallulu/sh/A_0_1879.jpeg,hallulu__sh,hallulu,ష,none,none,48,0,0
Guninthamulu/pha/pai/A_0_6480.jpeg,Guninthamulu__pha__pai,Guninthamulu,ఫ,ai,none,37,10,0
hallulu/Ph/A_0_1703.jpeg,hallulu__Ph,hallulu,ఫ,none,none,37,0,0
Guninthamulu/da/du/A_0_9605.jpeg,Guninthamulu__da__du,Guninthamulu,ద,u,none,33,4,0
Guninthamulu/khh/kho/A_0_3690.jpeg,Guninthamulu__khh__kho,Guninthamulu,ఖ,o,none,18,11,0
Guninthamulu/ha/hru/A_0_7921.jpeg,Guninthamulu__ha__hru,Guninthamulu,హ,ru,none,50,6,0
Guninthamulu/pa/pah/15.jpg,Guninthamulu__pa__pah,Guninthamulu,ప,ah,none,36,15,0
Guninthamulu/dha/dhuu/A_0_4088.jpeg,Guninthamulu__dha__dhuu,Guninthamulu,ధ,uu,none,34,5,0
Guninthamulu/th/thow/A_0_9140.jpeg,Guninthamulu__th__thow,Guninthamulu,త,au,none,31,13,0
Guninthamulu/ll/le/A_0_2922.jpeg,Guninthamulu__ll__le,Guninthamulu,ళ,e,none,45,8,0
Guninthamulu/sa/see/A_0_9089.jpeg,Guninthamulu__sa__see,Guninthamulu,స,ee,none,49,9,0
Guninthamulu/bha/bhii/43.jpg,Guninthamulu__bha__bhii,Guninthamulu,భ,ii,none,39,3,0
Guninthamulu/sh/shoo/A_0_7201.jpeg,Guninthamulu__sh__shoo,Guninthamulu,ష,oo,none,48,12,0
Guninthamulu/da/dou/A_0_4831.jpeg,Guninthamulu__da__dou,Guninthamulu,ద,au,none,33,13,0
othulu/s/49.jpg,othulu__s,othulu,none,none,s,0,0,27
Guninthamulu/da/dm/A_0_6422.jpeg,Guninthamulu__da__dm,Guninthamulu,ద,am,none,33,14,0
Guninthamulu/ll/la/36.jpg,Guninthamulu__ll__la,Guninthamulu,ళ,aa,none,45,1,0
Guninthamulu/na/nuu/A_0_7776.jpeg,Guninthamulu__na__nuu,Guninthamulu,న,uu,none,35,5,0
Guninthamulu/pa/pru/A_0_2398.jpeg,Guninthamulu__pa__pru,Guninthamulu,ప,ruu,none,36,7,0
Guninthamulu/na/nee/A_0_3067.jpeg,Guninthamulu__na__nee,Guninthamulu,న,ee,none,35,9,0
Guninthamulu/RR/rrai/A_0_7332.jpeg,Guninthamulu__RR__rrai,Guninthamulu,ఱ,ai,none,43,10,0
Guninthamulu/ra/rm/A_0_487.jpeg,Guninthamulu__ra__rm,Guninthamulu,ర,am,none,42,14,0
Guninthamulu/ma/me/A_0_461.jpeg,Guninthamulu__ma__me,Guninthamulu,మ,e,none,40,8,0
Guninthamulu/d/de/A_0_5140.jpeg,Guninthamulu__d__de,Guninthamulu,డ,e,none,28,8,0
Guninthamulu/ksh/kshii/A_0_3509.jpeg,Guninthamulu__ksh__kshii,Guninthamulu,క్ష,ii,none,51,3,0
Guninthamulu/na/nu/A_0_7828.jpeg,Guninthamulu__na__nu,Guninthamulu,న,u,none,35,4,0
Guninthamulu/da/dru/16.jpg,Guninthamulu__da__dru,Guninthamulu,ద,ru,none,33,6,0
Guninthamulu/l/luu/A_0_1646.jpeg,Guninthamulu__l__luu,Guninthamulu,ల,uu,none,44,5,0
Guninthamulu/ll/lm/A_0_2895.jpeg,Guninthamulu__ll__lm,Guninthamulu,ళ,am,none,45,14,0
Guninthamulu/tt/tii/14.jpg,Guninthamulu__tt__tii,Guninthamulu,ఠ,ii,none,27,3,0
Guninthamulu/tt/tuu/A_0_2138.jpeg,Guninthamulu__tt__tuu,Guninthamulu,ఠ,uu,none,27,5,0
Guninthamulu/ra/re/A_0_5200.jpeg,Guninthamulu__ra__re,Guninthamulu,ర,e,none,42,8,0
Guninthamulu/l/lu/A_0_3967.jpeg,Guninthamulu__l__lu,Guninthamulu,ల,u,none,44,4,0
Guninthamulu/dha/dhe/A_0_5452.jpeg,Guninthamulu__dha__dhe,Guninthamulu,ధ,e,none,34,8,0
Guninthamulu/ksh/kshe/A_0_5059.jpeg,Guninthamulu__ksh__kshe,Guninthamulu,క్ష,e,none,51,8,0
Guninthamulu/sh/shu/A_0_1859.jpeg,Guninthamulu__sh__shu,Guninthamulu,ష,u,none,48,4,0
Guninthamulu/ma/m/A_0_3731.jpeg,Guninthamulu__ma__m,Guninthamulu,మ,none,none,40,0,0
Guninthamulu/ja/je/A_0_348.jpeg,Guninthamulu__ja__je,Guninthamulu,జ,e,none,24,8,0
Guninthamulu/kha/ki/A_0_9778.jpeg,Guninthamulu__kha__ki,Guninthamulu,క,i,none,17,2,0
Guninthamulu/ta/ta/A_0_3749.jpeg,Guninthamulu__ta__ta,Guninthamulu,ట,none,none,26,0,0
hallulu/th/A_0_6714.jpeg,hallulu__th,hallulu,ఠ,none,none,27,0,0
Guninthamulu/khh/khii/A_0_9448.jpeg,Guninthamulu__khh__khii,Guninthamulu,ఖ,ii,none,18,3,0
Guninthamulu/ha/how/A_0_7212.jpeg,Guninthamulu__ha__how,Guninthamulu,హ,au,none,50,13,0
Guninthamulu/dh/dhru/25.jpg,Guninthamulu__dh__dhru,Guninthamulu,ఢ,ruu,none,29,7,0
othulu/tha/A_0_8936.jpeg,othulu__tha,othulu,none,none,tha,0,0,32
Guninthamulu/sh/shii/11.jpg,Guninthamulu__sh__shii,Guninthamulu,ష,ii,none,48,3,0
Guninthamulu/na/nii/A_0_623.jpeg,Guninthamulu__na__nii,Guninthamulu,న,ii,none,35,3,0
Guninthamulu/RR/RRI/A_0_9555.jpeg,Guninthamulu__RR__RRI,Guninthamulu,ఱ,i,none,43,2,0
Guninthamulu/pa/pa/A_0_9961.jpeg,Guninthamulu__pa__pa,Guninthamulu,ప,aa,none,36,1,0
hallulu/P/A_0_3597.jpeg,hallulu__P,hallulu,ప,none,none,36,0,0
Guninthamulu/ba/bau/41.jpg,Guninthamulu__ba__bau,Guninthamulu,బ,au,none,38,13,0
achulu/ee/A_0_2558.jpeg,achulu__ee,achulu,ఏ,none,none,10,0,0
Guninthamulu/ga/guu/A_0_2662.jpeg,Guninthamulu__ga__guu,Guninthamulu,గ,uu,none,19,5,0
Guninthamulu/sh/shru/13.jpg,Guninthamulu__sh__shru,Guninthamulu,ష,ruu,none,48,7,0
Guninthamulu/sha/shoo/A_0_6527.jpeg,Guninthamulu__sha__shoo,Guninthamulu,శ,oo,none,47,12,0
Guninthamulu/ba/bo/A_0_5597.jpeg,Guninthamulu__ba__bo,Guninthamulu,బ,o,none,38,11,0
Guninthamulu/RR/R/A_0_3023.jpeg,Guninthamulu__RR__R,Guninthamulu,ఱ,ru,none,43,6,0
Guninthamulu/ya/yah/A_0_8287.jpeg,Guninthamulu__ya__yah,Guninthamulu,య,ah,none,41,15,0
Guninthamulu/gha/ghuu/A_0_7441.jpeg,Guninthamulu__gha__ghuu,Guninthamulu,ఘ,uu,none,20,5,0
Guninthamulu/tt/tee/A_0_513.jpeg,Guninthamulu__tt__tee,Guninthamulu,ఠ,ee,none,27,9,0
Guninthamulu/va/vm/A_0_3300.jpeg,Guninthamulu__va__vm,Guninthamulu,వ,am,none,46,14,0
Guninthamulu/ra/ro/A_0_8065.jpeg,Guninthamulu__ra__ro,Guninthamulu,ర,o,none,42,11,0
Guninthamulu/ma/mii/A_0_6436.jpeg,Guninthamulu__ma__mii,Guninthamulu,మ,ii,none,40,3,0
Guninthamulu/ta/tai/A_0_2002.jpeg,Guninthamulu__ta__tai,Guninthamulu,ట,ai,none,26,10,0
Guninthamulu/ksh/kshai/A_0_5881.jpeg,Guninthamulu__ksh__kshai,Guninthamulu,క్ష,ai,none,51,10,0
Guninthamulu/ja/j/A_0_6422.jpeg,Guninthamulu__ja__j,Guninthamulu,జ,none,none,24,0,0
Guninthamulu/cha/choo/32.jpg,Guninthamulu__cha__choo,Guninthamulu,ఛ,oo,none,23,12,0
hallulu/jh/A_0_7720.jpeg,hallulu__jh,hallulu,జ,none,none,24,0,0
hallulu/l/A_0_260.jpeg,hallulu__l,hallulu,ల,none,none,44,0,0
Guninthamulu/jh/jhu/A_0_2896.jpeg,Guninthamulu__jh__jhu,Guninthamulu,ఝ,u,none,25,4,0
Guninthamulu/ta/to/14.jpg,Guninthamulu__ta__to,Guninthamulu,ట,o,none,26,11,0
Guninthamulu/ra/ruu/A_0_3405.jpeg,Guninthamulu__ra__ruu,Guninthamulu,ర,uu,none,42,5,0
Guninthamulu/ma/ma/A_0_5267.jpeg,Guninthamulu__ma__ma,Guninthamulu,మ,aa,none,40,1,0
Guninthamulu/ra/ra/A_0_2983.jpeg,Guninthamulu__ra__ra,Guninthamulu,ర,aa,none,42,1,0
Guninthamulu/kha/ko/A_0_3116.jpeg,Guninthamulu__kha__ko,Guninthamulu,క,o,none,17,11,0
Guninthamulu/gha/ghaha/A_0_2069.jpeg,Guninthamulu__gha__ghaha,Guninthamulu,ఘ,ah,none,20,15,0
Guninthamulu/ya/yu/A_0_2058.jpeg,Guninthamulu__ya__yu,Guninthamulu,య,u,none,41,4,0
achulu/ii/A_0_3504.jpeg,achulu__ii,achulu,ఈ,none,none,4,0,0
Guninthamulu/l/li/A_0_4280.jpeg,Guninthamulu__l__li,Guninthamulu,ల,i,none,44,2,0
Guninthamulu/kha/ku/A_0_4909.jpeg,Guninthamulu__kha__ku,Guninthamulu,క,u,none,17,4,0
hallulu/da/A_0_7593.jpeg,hallulu__da,hallulu,ద,none,none,33,0,0
Guninthamulu/pa/pa/49.jpg,Guninthamulu__pa__pa,Guninthamulu,ప,aa,none,36,1,0
Guninthamulu/khh/kha/A_0_5845.jpeg,Guninthamulu__khh__kha,Guninthamulu,ఖ,none,none,18,0,0
Guninthamulu/ma/muu/27.jpg,Guninthamulu__ma__muu,Guninthamulu,మ,uu,none,40,5,0
Guninthamulu/na/na/A_0_8109.jpeg,Guninthamulu__na__na,Guninthamulu,న,aa,none,35,1,0
Guninthamulu/sha/shee/A_0_1261.jpeg,Guninthamulu__sha__shee,Guninthamulu,శ,ee,none,47,9,0
hallulu/dh/A_0_8444.jpeg,hallulu__dh,hallulu,ఢ,none,none,29,0,0
Guninthamulu/pa/pru/A_0_4070.jpeg,Guninthamulu__pa__pru,Guninthamulu,ప,ruu,none,36,7,0
Guninthamulu/va/vai/A_0_387.jpeg,Guninthamulu__va__vai,Guninthamulu,వ,ai,none,46,10,0
Guninthamulu/sa/sr/A_0_2861.jpeg,Guninthamulu__sa__sr,Guninthamulu,స,ru,none,49,6,0
Guninthamulu/ll/lo/A_0_6653.jpeg,Guninthamulu__ll__lo,Guninthamulu,ళ,o,none,45,11,0
Guninthamulu/ja/je/A_0_9867.jpeg,Guninthamulu__ja__je,Guninthamulu,జ,e,none,24,8,0
Guninthamulu/ana/anii/A_0_6194.jpeg,Guninthamulu__ana__anii,Guninthamulu,ణ,ii,none,30,3,0
Guninthamulu/cha/chah/A_0_4150.jpeg,Guninthamulu__cha__chah,Guninthamulu,ఛ,ah,none,23,15,0
Guninthamulu/ra/rii/A_0_5900.jpeg,Guninthamulu__ra__rii,Guninthamulu,ర,ii,none,42,3,0
Guninthamulu/jh/jhi/A_0_6131.jpeg,Guninthamulu__jh__jhi,Guninthamulu,ఝ,i,none,25,2,0
hallulu/th/A_0_1283.jpeg,hallulu__th,hallulu,ఠ,none,none,27,0,0
Guninthamulu/ga/gai/A_0_5400.jpeg,Guninthamulu__ga__gai,Guninthamulu,గ,ai,none,19,10,0
Guninthamulu/tha/thu/A_0_8847.jpeg,Guninthamulu__tha__thu,Guninthamulu,థ,u,none,32,4,0
hallulu/P/A_0_3090.jpeg,hallulu__P,hallulu,ప,none,none,36,0,0
Guninthamulu/dha/dhoo/17.jpg,Guninthamulu__dha__dhoo,Guninthamulu,ధ,oo,none,34,12,0
Guninthamulu/tha/thii/A_0_2981.jpeg,Guninthamulu__tha__thii,Guninthamulu,థ,ii,none,32,3,0
Guninthamulu/tha/thee/A_0_2913.jpeg,Guninthamulu__tha__thee,Guninthamulu,థ,ee,none,32,9,0
hallulu/da/A_0_4549.jpeg,hallulu__da,hallulu,ద,none,none,33,0,0
Guninthamulu/ba/bai/A_0_7486.jpeg,Guninthamulu__ba__bai,Guninthamulu,బ,ai,none,38,10,0
hallulu/h/A_0_4360.jpeg,hallulu__h,hallulu,హ,none,none,50,0,0
Guninthamulu/l/lou/A_0_6766.jpeg,Guninthamulu__l__lou,Guninthamulu,ల,au,none,44,13,0
Guninthamulu/dha/dhoo/A_0_7328.jpeg,Guninthamulu__dha__dhoo,Guninthamulu,ధ,oo,none,34,12,0
Guninthamulu/ana/an/20.jpg,Guninthamulu__ana__an,Guninthamulu,ణ,none,none,30,0,0
Guninthamulu/ya/yoo/A_0_4571.jpeg,Guninthamulu__ya__yoo,Guninthamulu,య,oo,none,41,12,0
Guninthamulu/cha/chah/A_0_4238.jpeg,Guninthamulu__cha__chah,Guninthamulu,ఛ,ah,none,23,15,0
Guninthamulu/ja/jou/A_0_6455.jpeg,Guninthamulu__ja__jou,Guninthamulu,జ,au,none,24,13,0
Guninthamulu/bha/bha/A_0_5421.jpeg,Guninthamulu__bha__bha,Guninthamulu,భ,aa,none,39,1,0
Guninthamulu/pa/po/A_0_4464.jpeg,Guninthamulu__pa__po,Guninthamulu,ప,o,none,36,11,0
Guninthamulu/tt/tee/A_0_6996.jpeg,Guninthamulu__tt__tee,Guninthamulu,ఠ,ee,none,27,9,0
Guninthamulu/l/lai/5.jpg,Guninthamulu__l__lai,Guninthamulu,ల,ai,none,44,10,0
Guninthamulu/ana/an/A_0_7498.jpeg,Guninthamulu__ana__an,Guninthamulu,ణ,none,none,30,0,0
Guninthamulu/ra/ri/A_0_9606.jpeg,Guninthamulu__ra__ri,Guninthamulu,ర,i,none,42,2,0
Guninthamulu/tt/tii/A_0_764.jpeg,Guninthamulu__tt__tii,Guninthamulu,ఠ,ii,none,27,3,0
Guninthamulu/na/no/A_0_8668.jpeg,Guninthamulu__na__no,Guninthamulu,న,o,none,35,11,0
Guninthamulu/va/vi/A_0_9763.jpeg,Guninthamulu__va__vi,Guninthamulu,వ,i,none,46,2,0
Guninthamulu/gha/ghoo/A_0_8276.jpeg,Guninthamulu__gha__ghoo,Guninthamulu,ఘ,oo,none,20,12,0
Guninthamulu/sa/sm/A_0_1657.jpeg,Guninthamulu__sa__sm,Guninthamulu,స,am,none,49,14,0
othulu/l/A_0_2375.jpeg,othulu__l,othulu,none,none,l,0,0,19
Guninthamulu/ya/yah/A_0_552.jpeg,Guninthamulu__ya__yah,Guninthamulu,య,ah,none,41,15,0
Guninthamulu/l/lee/25.jpg,Guninthamulu__l__lee,Guninthamulu,ల,ee,none,44,9,0
Guninthamulu/dha/dhee/30.jpg,Guninthamulu__dha__dhee,Guninthamulu,ధ,ee,none,34,9,0
Guninthamulu/tha/thoo/A_0_2022.jpeg,Guninthamulu__tha__thoo,Guninthamulu,థ,oo,none,32,12,0
Guninthamulu/dh/dhou/A_0_6470.jpeg,Guninthamulu__dh__dhou,Guninthamulu,ఢ,au,none,29,13,0
Guninthamulu/tt/tii/A_0_2415.jpeg,Guninthamulu__tt__tii,Guninthamulu,ఠ,ii,none,27,3,0
Guninthamulu/RR/rroo/A_0_2817.jpeg,Guninthamulu__RR__rroo,Guninthamulu,ఱ,oo,none,43,12,0
Guninthamulu/va/v/A_0_6406.jpeg,Guninthamulu__va__v,Guninthamulu,వ,none,none,46,0,0
Guninthamulu/ya/yai/A_0_654.jpeg,Guninthamulu__ya__yai,Guninthamulu,య,ai,none,41,10,0
Guninthamulu/bha/bhee/A_0_9101.jpeg,Guninthamulu__bha__bhee,Guninthamulu,భ,ee,none,39,9,0
Guninthamulu/dh/dhe/A_0_6982.jpeg,Guninthamulu__dh__dhe,Guninthamulu,ఢ,e,none,29,8,0
Guninthamulu/ha/hi/A_0_7450.jpeg,Guninthamulu__ha__hi,Guninthamulu,హ,i,none,50,2,0
Guninthamulu/kha/kai/A_0_1558.jpeg,Guninthamulu__kha__kai,Guninthamulu,క,ai,none,17,10,0
Guninthamulu/cha/che/A_0_1470.jpeg,Guninthamulu__cha__che,Guninthamulu,ఛ,e,none,23,8,0
Guninthamulu/ya/yah/A_0_8602.jpeg,Guninthamulu__ya__yah,Guninthamulu,య,ah,none,41,15,0
Guninthamulu/cha/choo/15.jpg,Guninthamulu__cha__choo,Guninthamulu,ఛ,oo,none,23,12,0
Guninthamulu/th/thru/A_0_4905.jpeg,Guninthamulu__th__thru,Guninthamulu,త,ruu,none,31,7,0
Guninthamulu/ra/r/A_0_1462.jpeg,Guninthamulu__ra__r,Guninthamulu,ర,none,none,42,0,0
othulu/gh/13.jpg,othulu__gh,othulu,none,none,gh,0,0,11
Guninthamulu/ha/hai/40.jpg,Guninthamulu__ha__hai,Guninthamulu,హ,ai,none,50,10,0
Guninthamulu/ma/mi/A_0_7235.jpeg,Guninthamulu__ma__mi,Guninthamulu,మ,i,none,40,2,0
Guninthamulu/l/lah/A_0_9175.jpeg,Guninthamulu__l__lah,Guninthamulu,ల,ah,none,44,15,0
achulu/uu/A_0_8892.jpeg,achulu__uu,achulu,ఊ,none,none,6,0,0
Guninthamulu/ja/jai/A_0_650.jpeg,Guninthamulu__ja__jai,Guninthamulu,జ,ai,none,24,10,0
Guninthamulu/dh/dhoo/A_0_5215.jpeg,Guninthamulu__dh__dhoo,Guninthamulu,ఢ,oo,none,29,12,0
Guninthamulu/ra/rm/11.jpg,Guninthamulu__ra__rm,Guninthamulu,ర,am,none,42,14,0
Guninthamulu/tt/ta/A_0_1958.jpeg,Guninthamulu__tt__ta,Guninthamulu,ఠ,aa,none,27,1,0
Guninthamulu/sa/sah/A_0_8984.jpeg,Guninthamulu__sa__sah,Guninthamulu,స,ah,none,49,15,0
Guninthamulu/ha/how/A_0_5202.jpeg,Guninthamulu__ha__how,Guninthamulu,హ,au,none,50,13,0
Guninthamulu/pha/poo/A_0_5704.jpeg,Guninthamulu__pha__poo,Guninthamulu,ఫ,oo,none,37,12,0
Guninthamulu/ksh/kshi/36.jpg,Guninthamulu__ksh__kshi,Guninthamulu,క్ష,i,none,51,2,0
hallulu/ta/A_0_2227.jpeg,hallulu__ta,hallulu,ట,none,none,26,0,0
Guninthamulu/tt/ti/A_0_5836.jpeg,Guninthamulu__tt__ti,Guninthamulu,ఠ,i,none,27,2,0
Guninthamulu/ga/ge/A_0_6903.jpeg,Guninthamulu__ga__ge,Guninthamulu,గ,e,none,19,8,0
